"","poll.end.date","poll.source","party","variable","value"
"5164","16-Jun-11","Nielsen","OTH","Male","5"
"5165","16-Jun-11","Nielsen","COAL","Male","51"
"5166","16-Jun-11","Nielsen","ALP","Male","26"
"5167","16-Jun-11","Nielsen","GRN","Male","10"
"5168","14-May-11","Nielsen","OTH","Male","5"
"5169","14-May-11","Nielsen","IND","Male","6"
"5170","14-May-11","Nielsen","FFP","Male","2"
"5171","14-May-11","Nielsen","COAL","Male","51"
"5172","14-May-11","Nielsen","ALP","Male","29"
"5173","14-May-11","Nielsen","GRN","Male","8"
"5174","10-May-11","Nielsen","OTH","Male","3"
"5175","10-May-11","Nielsen","ALP","Male","25"
"5176","10-May-11","Nielsen","COAL","Male","54"
"5177","10-May-11","Nielsen","IND","Male","6"
"5178","10-May-11","Nielsen","FFP","Male","3"
"5179","10-May-11","Nielsen","GRN","Male","9"
"5180","16-Apr-11","Nielsen","OTH","Male","3"
"5181","16-Apr-11","Nielsen","ALP","Male","30"
"5182","16-Apr-11","Nielsen","COAL","Male","50"
"5183","16-Apr-11","Nielsen","IND","Male","4"
"5184","16-Apr-11","Nielsen","FFP","Male","2"
"5185","16-Apr-11","Nielsen","GRN","Male","11"
"5186","31-Mar-11","Newspoll","OTH","Male","11"
"5187","31-Mar-11","Newspoll","ALP","Male","34"
"5188","31-Mar-11","Newspoll","COAL","Male","43"
"5189","31-Mar-11","Newspoll","GRN","Male","12"
"5190","12-Mar-11","Nielsen","OTH","Male","4"
"5191","12-Mar-11","Nielsen","ALP","Male","31"
"5192","12-Mar-11","Nielsen","COAL","Male","47"
"5193","12-Mar-11","Nielsen","IND","Male","5"
"5194","12-Mar-11","Nielsen","FFP","Male","2"
"5195","12-Mar-11","Nielsen","GRN","Male","11"
"5196","12-Feb-11","Nielsen","OTH","Male","4"
"5197","12-Feb-11","Nielsen","ALP","Male","31"
"5198","12-Feb-11","Nielsen","COAL","Male","45"
"5199","12-Feb-11","Nielsen","IND","Male","5"
"5200","12-Feb-11","Nielsen","FFP","Male","1"
"5201","12-Feb-11","Nielsen","GRN","Male","13"
"5202","31-Dec-10","Newspoll","OTH","Male","10"
"5203","31-Dec-10","Newspoll","ALP","Male","34"
"5204","31-Dec-10","Newspoll","COAL","Male","43"
"5205","31-Dec-10","Newspoll","GRN","Male","13"
"5206","20-Nov-10","Nielsen","OTH","Male","3"
"5207","20-Nov-10","Nielsen","ALP","Male","34"
"5208","20-Nov-10","Nielsen","GRN","Male","13"
"5209","20-Nov-10","Nielsen","COAL","Male","43"
"5210","20-Nov-10","Nielsen","IND","Male","5"
"5211","20-Nov-10","Nielsen","FFP","Male","1"
"5212","23-Oct-10","Nielsen","OTH","Male","3"
"5213","23-Oct-10","Nielsen","ALP","Male","33"
"5214","23-Oct-10","Nielsen","GRN","Male","12"
"5215","23-Oct-10","Nielsen","COAL","Male","45"
"5216","23-Oct-10","Nielsen","IND","Male","6"
"5217","23-Oct-10","Nielsen","FFP","Male","1"
"5219","19-Aug-10","Nielsen","ALP","Male","36"
"5220","19-Aug-10","Nielsen","COAL","Male","43"
"5221","19-Aug-10","Nielsen","DEM","Male","1"
"5222","19-Aug-10","Nielsen","GRN","Male","13"
"5223","19-Aug-10","Nielsen","IND","Male","3"
"5224","19-Aug-10","Nielsen","FFP","Male","2"
"5225","19-Aug-10","Nielsen","OTH","Male","3"
"5226","15-Aug-10","Newspoll","ALP","Male","36"
"5227","15-Aug-10","Newspoll","GRN","Male","12"
"5228","15-Aug-10","Newspoll","COAL","Male","45"
"5229","12-Aug-10","Nielsen","GRN","Male","10"
"5230","08-Aug-10","Newspoll","ALP","Male","36"
"5231","08-Aug-10","Newspoll","GRN","Male","11"
"5232","08-Aug-10","Newspoll","COAL","Male","45"
"5233","05-Aug-10","Nielsen","GRN","Male","13"
"5234","05-Aug-10","Nielsen","ALP","Male","32"
"5235","05-Aug-10","Nielsen","COAL","Male","49"
"5236","05-Aug-10","Nielsen","IND","Male","2"
"5237","05-Aug-10","Nielsen","FFP","Male","1"
"5238","05-Aug-10","Nielsen","OTH","Male","3"
"5239","01-Aug-10","Newspoll","ALP","Male","37"
"5240","01-Aug-10","Newspoll","GRN","Male","11"
"5241","01-Aug-10","Newspoll","COAL","Male","45"
"5242","29-Jul-10","Nielsen","ALP","Male","35"
"5243","29-Jul-10","Nielsen","COAL","Male","46"
"5244","29-Jul-10","Nielsen","GRN","Male","11"
"5245","29-Jul-10","Nielsen","IND","Male","4"
"5246","29-Jul-10","Nielsen","FFP","Male","1"
"5247","29-Jul-10","Nielsen","OTH","Male","2"
"5248","22-Jul-10","Nielsen","GRN","Male","12"
"5249","22-Jul-10","Nielsen","ALP","Male","39"
"5250","22-Jul-10","Nielsen","COAL","Male","42"
"5251","22-Jul-10","Nielsen","IND","Male","3"
"5252","22-Jul-10","Nielsen","FFP","Male","1"
"5253","22-Jul-10","Nielsen","OTH","Male","2"
"5254","10-Jul-10","Nielsen","GRN","Male","13"
"5255","30-Jun-10","Newspoll","OTH","Male","9"
"5256","30-Jun-10","Newspoll","ALP","Male","36"
"5257","30-Jun-10","Newspoll","GRN","Male","12"
"5258","30-Jun-10","Newspoll","COAL","Male","43"
"5259","25-Jun-10","Nielsen","GRN","Male","8"
"5260","25-Jun-10","Nielsen","ALP","Male","47"
"5261","25-Jun-10","Nielsen","COAL","Male","41"
"5262","25-Jun-10","Nielsen","IND","Male","1"
"5263","25-Jun-10","Nielsen","FFP","Male","1"
"5264","25-Jun-10","Nielsen","OTH","Male","2"
"5265","25-Jun-10","Nielsen","ALP","Male","47"
"5266","25-Jun-10","Nielsen","COAL","Male","41"
"5267","25-Jun-10","Nielsen","GRN","Male","8"
"5268","25-Jun-10","Nielsen","IND","Male","1"
"5269","25-Jun-10","Nielsen","FFP","Male","1"
"5270","25-Jun-10","Nielsen","OTH","Male","2"
"5271","05-Jun-10","Nielsen","GRN","Male","15"
"5272","08-May-10","Nielsen","GRN","Male","14"
"5273","17-Apr-10","Nielsen","GRN","Male","13"
"5274","17-Apr-10","Nielsen","ALP","Male","40"
"5275","17-Apr-10","Nielsen","COAL","Male","40"
"5276","17-Apr-10","Nielsen","IND","Male","3"
"5277","17-Apr-10","Nielsen","FFP","Male","1"
"5278","17-Apr-10","Nielsen","OTH","Male","3"
"5279","31-Mar-10","Newspoll","ALP","Male","40"
"5280","31-Mar-10","Newspoll","OTH","Male","9"
"5281","31-Mar-10","Newspoll","ALP","Male","40"
"5282","31-Mar-10","Newspoll","GRN","Male","11"
"5283","31-Mar-10","Newspoll","GRN","Male","11"
"5284","31-Mar-10","Newspoll","COAL","Male","40"
"5285","31-Mar-10","Newspoll","COAL","Male","40"
"5286","06-Mar-10","Nielsen","GRN","Male","8"
"5287","06-Feb-10","Nielsen","GRN","Male","10"
"5288","06-Feb-10","Nielsen","ALP","Male","40"
"5289","06-Feb-10","Nielsen","COAL","Male","42"
"5290","06-Feb-10","Nielsen","IND","Male","3"
"5291","06-Feb-10","Nielsen","FFP","Male","2"
"5292","06-Feb-10","Nielsen","OTH","Male","3"
"5293","31-Dec-09","Newspoll","ALP","Male","44"
"5294","31-Dec-09","Newspoll","GRN","Male","10"
"5295","31-Dec-09","Newspoll","OTH","Male","9"
"5296","31-Dec-09","Newspoll","COAL","Male","37"
"5297","28-Nov-09","Nielsen","ALP","Male","42"
"5298","28-Nov-09","Nielsen","COAL","Male","36"
"5299","28-Nov-09","Nielsen","GRN","Male","13"
"5300","28-Nov-09","Nielsen","IND","Male","4"
"5301","28-Nov-09","Nielsen","FFP","Male","2"
"5302","28-Nov-09","Nielsen","OTH","Male","2"
"5303","07-Nov-09","Nielsen","ALP","Male","44"
"5304","07-Nov-09","Nielsen","COAL","Male","38"
"5305","07-Nov-09","Nielsen","GRN","Male","10"
"5306","07-Nov-09","Nielsen","IND","Male","4"
"5307","07-Nov-09","Nielsen","FFP","Male","1"
"5308","07-Nov-09","Nielsen","OTH","Male","3"
"5309","10-Oct-09","Nielsen","ALP","Male","45"
"5310","10-Oct-09","Nielsen","COAL","Male","37"
"5311","10-Oct-09","Nielsen","GRN","Male","9"
"5312","10-Oct-09","Nielsen","IND","Male","3"
"5313","10-Oct-09","Nielsen","FFP","Male","1"
"5314","10-Oct-09","Nielsen","OTH","Male","4"
"5315","30-Sep-09","Newspoll","ALP","Male","44"
"5316","30-Sep-09","Newspoll","GRN","Male","10"
"5317","30-Sep-09","Newspoll","OTH","Male","8"
"5318","30-Sep-09","Newspoll","COAL","Male","38"
"5319","12-Sep-09","Nielsen","ALP","Male","46"
"5320","12-Sep-09","Nielsen","COAL","Male","39"
"5321","12-Sep-09","Nielsen","GRN","Male","7"
"5322","12-Sep-09","Nielsen","IND","Male","4"
"5323","12-Sep-09","Nielsen","FFP","Male","2"
"5324","12-Sep-09","Nielsen","OTH","Male","2"
"5325","15-Aug-09","Nielsen","ALP","Male","43"
"5326","15-Aug-09","Nielsen","COAL","Male","40"
"5327","15-Aug-09","Nielsen","GRN","Male","7"
"5328","15-Aug-09","Nielsen","IND","Male","4"
"5329","15-Aug-09","Nielsen","FFP","Male","2"
"5330","15-Aug-09","Nielsen","OTH","Male","3"
"5331","30-Jun-09","Newspoll","ALP","Male","44"
"5332","30-Jun-09","Newspoll","GRN","Male","10"
"5333","30-Jun-09","Newspoll","OTH","Male","9"
"5334","30-Jun-09","Newspoll","COAL","Male","37"
"5335","27-Jun-09","Nielsen","ALP","Male","46"
"5336","27-Jun-09","Nielsen","COAL","Male","36"
"5337","27-Jun-09","Nielsen","GRN","Male","10"
"5338","27-Jun-09","Nielsen","IND","Male","4"
"5339","27-Jun-09","Nielsen","FFP","Male","1"
"5340","27-Jun-09","Nielsen","OTH","Male","3"
"5341","16-May-09","Nielsen","ALP","Male","46"
"5342","16-May-09","Nielsen","COAL","Male","41"
"5343","16-May-09","Nielsen","GRN","Male","7"
"5344","16-May-09","Nielsen","IND","Male","3"
"5345","16-May-09","Nielsen","FFP","Male","0"
"5346","16-May-09","Nielsen","OTH","Male","3"
"5347","31-Mar-09","Newspoll","ALP","Male","44"
"5348","31-Mar-09","Newspoll","GRN","Male","9"
"5349","31-Mar-09","Newspoll","OTH","Male","8"
"5350","31-Mar-09","Newspoll","COAL","Male","39"
"5351","27-Mar-09","Nielsen","ALP","Male","45"
"5352","27-Mar-09","Nielsen","COAL","Male","39"
"5353","27-Mar-09","Nielsen","GRN","Male","10"
"5354","27-Mar-09","Nielsen","IND","Male","3"
"5355","27-Mar-09","Nielsen","FFP","Male","1"
"5356","27-Mar-09","Nielsen","OTH","Male","3"
"5357","31-Dec-08","Newspoll","ALP","Male","44"
"5358","31-Dec-08","Newspoll","GRN","Male","9"
"5359","31-Dec-08","Newspoll","OTH","Male","8"
"5360","31-Dec-08","Newspoll","COAL","Male","39"
"5361","15-Nov-08","Nielsen","ALP","Male","45"
"5362","15-Nov-08","Nielsen","COAL","Male","37"
"5363","15-Nov-08","Nielsen","GRN","Male","11"
"5364","15-Nov-08","Nielsen","IND","Male","3"
"5365","15-Nov-08","Nielsen","FFP","Male","1"
"5366","15-Nov-08","Nielsen","OTH","Male","3"
"5367","18-Oct-08","Nielsen","ALP","Male","45"
"5368","18-Oct-08","Nielsen","COAL","Male","40"
"5369","18-Oct-08","Nielsen","GRN","Male","9"
"5370","18-Oct-08","Nielsen","IND","Male","3"
"5371","18-Oct-08","Nielsen","FFP","Male","0"
"5372","18-Oct-08","Nielsen","OTH","Male","3"
"5373","30-Sep-08","Newspoll","ALP","Male","44"
"5374","30-Sep-08","Newspoll","GRN","Male","9"
"5375","30-Sep-08","Newspoll","OTH","Male","9"
"5376","30-Sep-08","Newspoll","COAL","Male","38"
"5377","20-Sep-08","Nielsen","ALP","Male","44"
"5378","20-Sep-08","Nielsen","COAL","Male","41"
"5379","20-Sep-08","Nielsen","GRN","Male","8"
"5380","20-Sep-08","Nielsen","IND","Male","3"
"5381","20-Sep-08","Nielsen","FFP","Male","2"
"5382","20-Sep-08","Nielsen","OTH","Male","2"
"5383","30-Jun-08","Newspoll","ALP","Male","49"
"5384","30-Jun-08","Newspoll","GRN","Male","9"
"5385","30-Jun-08","Newspoll","OTH","Male","7"
"5386","30-Jun-08","Newspoll","COAL","Male","35"
"5387","14-Jun-08","Nielsen","ALP","Male","44"
"5388","14-Jun-08","Nielsen","COAL","Male","37"
"5389","14-Jun-08","Nielsen","GRN","Male","11"
"5390","14-Jun-08","Nielsen","IND","Male","3"
"5391","14-Jun-08","Nielsen","FFP","Male","1"
"5392","14-Jun-08","Nielsen","OTH","Male","3"
"5393","17-May-08","Nielsen","ALP","Male","46"
"5394","17-May-08","Nielsen","COAL","Male","39"
"5395","17-May-08","Nielsen","GRN","Male","8"
"5396","17-May-08","Nielsen","IND","Male","3"
"5397","17-May-08","Nielsen","FFP","Male","2"
"5398","17-May-08","Nielsen","OTH","Male","3"
"5399","30-Mar-08","Newspoll","ALP","Male","49"
"5400","30-Mar-08","Newspoll","GRN","Male","9"
"5401","30-Mar-08","Newspoll","OTH","Male","7"
"5402","30-Mar-08","Newspoll","COAL","Male","35"
"5403","18-Nov-07","Newspoll","ALP","Male","47"
"5404","18-Nov-07","Newspoll","GRN","Male","7"
"5405","18-Nov-07","Newspoll","OTH","Male","7"
"5406","18-Nov-07","Newspoll","COAL","Male","39"
"5407","11-Nov-07","Newspoll","ALP","Male","48"
"5408","11-Nov-07","Newspoll","GRN","Male","6"
"5409","11-Nov-07","Newspoll","OTH","Male","6"
"5410","11-Nov-07","Newspoll","COAL","Male","40"
"5411","04-Nov-07","Newspoll","ALP","Male","48"
"5412","04-Nov-07","Newspoll","GRN","Male","5"
"5413","04-Nov-07","Newspoll","OTH","Male","6"
"5414","04-Nov-07","Newspoll","COAL","Male","41"
"5415","28-Oct-07","Newspoll","ALP","Male","49"
"5416","28-Oct-07","Newspoll","GRN","Male","5"
"5417","28-Oct-07","Newspoll","OTH","Male","6"
"5418","28-Oct-07","Newspoll","COAL","Male","40"
"5419","30-Sep-07","Newspoll","ALP","Male","47"
"5420","30-Sep-07","Newspoll","GRN","Male","5"
"5421","30-Sep-07","Newspoll","OTH","Male","9"
"5422","30-Sep-07","Newspoll","COAL","Male","39"
"5423","08-Sep-07","Nielsen","ALP","Male","51"
"5424","08-Sep-07","Nielsen","COAL","Male","37"
"5425","08-Sep-07","Nielsen","GRN","Male","7"
"5426","08-Sep-07","Nielsen","IND","Male","2"
"5427","08-Sep-07","Nielsen","FFP","Male","0"
"5428","08-Sep-07","Nielsen","OTH","Male","2"
"5429","30-Jul-07","Newspoll","ALP","Male","49"
"5430","30-Jul-07","Newspoll","GRN","Male","4"
"5431","30-Jul-07","Newspoll","OTH","Male","10"
"5432","30-Jul-07","Newspoll","COAL","Male","37"
"5433","31-Mar-07","Newspoll","ALP","Male","48"
"5434","31-Mar-07","Newspoll","GRN","Male","5"
"5435","31-Mar-07","Newspoll","OTH","Male","10"
"5436","31-Mar-07","Newspoll","COAL","Male","37"
"5437","30-Nov-06","Newspoll","ALP","Male","41"
"5438","30-Nov-06","Newspoll","GRN","Male","7"
"5439","30-Nov-06","Newspoll","OTH","Male","12"
"5440","30-Nov-06","Newspoll","COAL","Male","40"
"5441","30-Sep-06","Newspoll","ALP","Male","42"
"5442","30-Sep-06","Newspoll","GRN","Male","5"
"5443","30-Sep-06","Newspoll","OTH","Male","12"
"5444","30-Sep-06","Newspoll","COAL","Male","41"
"5445","30-Jun-06","Newspoll","COAL","Male","41"
"5446","30-Jun-06","Newspoll","ALP","Male","39"
"5447","30-Jun-06","Newspoll","GRN","Male","7"
"5448","30-Jun-06","Newspoll","OTH","Male","13"
"5449","31-Mar-06","Newspoll","COAL","Male","42"
"5450","31-Mar-06","Newspoll","ALP","Male","39"
"5451","31-Mar-06","Newspoll","GRN","Male","6"
"5452","31-Mar-06","Newspoll","OTH","Male","13"
"5453","31-Dec-05","Newspoll","COAL","Male","39"
"5454","31-Dec-05","Newspoll","ALP","Male","41"
"5455","31-Dec-05","Newspoll","GRN","Male","7"
"5456","31-Dec-05","Newspoll","OTH","Male","13"
"5457","30-Sep-05","Newspoll","COAL","Male","43"
"5458","30-Sep-05","Newspoll","ALP","Male","38"
"5459","30-Sep-05","Newspoll","GRN","Male","6"
"5460","30-Sep-05","Newspoll","OTH","Male","13"
"5461","30-Jun-05","Newspoll","COAL","Male","46"
"5462","30-Jun-05","Newspoll","ALP","Male","38"
"5463","30-Jun-05","Newspoll","GRN","Male","5"
"5464","30-Jun-05","Newspoll","OTH","Male","11"
"5465","31-Mar-05","Newspoll","COAL","Male","45"
"5466","31-Mar-05","Newspoll","ALP","Male","37"
"5467","31-Mar-05","Newspoll","GRN","Male","7"
"5468","31-Mar-05","Newspoll","OTH","Male","11"
"5469","03-Oct-04","Newspoll","COAL","Male","43"
"5470","03-Oct-04","Newspoll","ALP","Male","40"
"5471","03-Oct-04","Newspoll","OTH","Male","10"
"5472","03-Oct-04","Newspoll","GRN","Male","7"
"5473","26-Sep-04","Newspoll","COAL","Male","42"
"5474","26-Sep-04","Newspoll","ALP","Male","40"
"5475","26-Sep-04","Newspoll","OTH","Male","11"
"5476","26-Sep-04","Newspoll","GRN","Male","7"
"5477","19-Sep-04","Newspoll","COAL","Male","45"
"5478","19-Sep-04","Newspoll","ALP","Male","40"
"5479","19-Sep-04","Newspoll","OTH","Male","8"
"5480","19-Sep-04","Newspoll","GRN","Male","7"
"5481","12-Sep-04","Newspoll","COAL","Male","46"
"5482","12-Sep-04","Newspoll","ALP","Male","40"
"5483","12-Sep-04","Newspoll","OTH","Male","8"
"5484","12-Sep-04","Newspoll","GRN","Male","6"
"5485","31-Aug-04","Newspoll","COAL","Male","43"
"5486","31-Aug-04","Newspoll","ALP","Male","41"
"5487","31-Aug-04","Newspoll","OTH","Male","16"
"5488","30-Jun-04","Newspoll","COAL","Male","43"
"5489","30-Jun-04","Newspoll","ALP","Male","41"
"5490","30-Jun-04","Newspoll","OTH","Male","10"
"5491","30-Jun-04","Newspoll","GRN","Male","6"
"5492","31-Mar-04","Newspoll","COAL","Male","43"
"5493","31-Mar-04","Newspoll","ALP","Male","41"
"5494","31-Mar-04","Newspoll","GRN","Male","6"
"5495","31-Mar-04","Newspoll","OTH","Male","10"
"5496","31-Dec-03","Newspoll","COAL","Male","44"
"5497","31-Dec-03","Newspoll","ALP","Male","36"
"5498","31-Dec-03","Newspoll","OTH","Male","20"
"5499","30-Sep-03","Newspoll","COAL","Male","43"
"5500","30-Sep-03","Newspoll","ALP","Male","36"
"5501","30-Sep-03","Newspoll","OTH","Male","14"
"5502","30-Sep-03","Newspoll","GRN","Male","7"
"5503","30-Jun-03","Newspoll","COAL","Male","46"
"5504","30-Jun-03","Newspoll","ALP","Male","34"
"5505","30-Jun-03","Newspoll","OTH","Male","20"
"5506","31-Mar-03","Newspoll","COAL","Male","44"
"5507","31-Mar-03","Newspoll","ALP","Male","35"
"5508","31-Mar-03","Newspoll","OTH","Male","21"
"5509","31-Dec-02","Newspoll","COAL","Male","45"
"5510","31-Dec-02","Newspoll","ALP","Male","36"
"5511","31-Dec-02","Newspoll","OTH","Male","19"
"5512","30-Sep-02","Newspoll","COAL","Male","42"
"5513","30-Sep-02","Newspoll","ALP","Male","38"
"5514","30-Sep-02","Newspoll","OTH","Male","15"
"5515","30-Sep-02","Newspoll","GRN","Male","5"
"5516","30-Jun-02","Newspoll","COAL","Male","41"
"5517","30-Jun-02","Newspoll","ALP","Male","38"
"5518","30-Jun-02","Newspoll","OTH","Male","16"
"5519","30-Jun-02","Newspoll","GRN","Male","5"
"5520","31-Mar-02","Newspoll","COAL","Male","43"
"5521","31-Mar-02","Newspoll","ALP","Male","38"
"5522","31-Mar-02","Newspoll","OTH","Male","19"
"5523","28-Oct-01","Newspoll","ALP","Male","40"
"5524","28-Oct-01","Newspoll","COAL","Male","46"
"5525","28-Oct-01","Newspoll","OTH","Male","14"
"5526","30-Sep-01","Newspoll","COAL","Male","42"
"5527","30-Sep-01","Newspoll","ALP","Male","40"
"5528","30-Sep-01","Newspoll","GRN","Male","3"
"5529","30-Sep-01","Newspoll","OTH","Male","15"
"5530","30-Jun-01","Newspoll","COAL","Male","37"
"5531","30-Jun-01","Newspoll","ALP","Male","44"
"5532","30-Jun-01","Newspoll","GRN","Male","3"
"5533","30-Jun-01","Newspoll","OTH","Male","16"
"5534","31-Mar-01","Newspoll","COAL","Male","37"
"5535","31-Mar-01","Newspoll","ALP","Male","45"
"5536","31-Mar-01","Newspoll","GRN","Male","3"
"5537","31-Mar-01","Newspoll","OTH","Male","15"
"5538","31-Dec-00","Newspoll","COAL","Male","41"
"5539","31-Dec-00","Newspoll","ALP","Male","44"
"5540","31-Dec-00","Newspoll","GRN","Male","2"
"5541","31-Dec-00","Newspoll","OTH","Male","13"
"5542","30-Sep-00","Newspoll","COAL","Male","42"
"5543","30-Sep-00","Newspoll","ALP","Male","45"
"5544","30-Sep-00","Newspoll","OTH","Male","13"
"5545","30-Jun-00","Newspoll","COAL","Male","41"
"5546","30-Jun-00","Newspoll","ALP","Male","44"
"5547","30-Jun-00","Newspoll","OTH","Male","15"
"5548","31-Mar-00","Newspoll","COAL","Male","41"
"5549","31-Mar-00","Newspoll","ALP","Male","45"
"5550","31-Mar-00","Newspoll","OTH","Male","14"
"5551","31-Dec-99","Newspoll","COAL","Male","45"
"5552","31-Dec-99","Newspoll","ALP","Male","42"
"5553","31-Dec-99","Newspoll","OTH","Male","13"
"5554","17-May-14","Nielsen","ALP","Female","40"
"5555","17-May-14","Nielsen","COAL","Female","33"
"5556","17-May-14","Nielsen","GRN","Female","16"
"5557","17-May-14","Nielsen","PUP","Female","5"
"5558","17-May-14","Nielsen","OTH","Female","6"
"5559","12-Apr-14","Nielsen","ALP","Female","37"
"5560","12-Apr-14","Nielsen","COAL","Female","39"
"5561","12-Apr-14","Nielsen","GRN","Female","16"
"5562","12-Apr-14","Nielsen","IND","Female","4"
"5563","12-Apr-14","Nielsen","OTH","Female","4"
"5564","31-Mar-14","Newspoll","ALP","Female","35"
"5565","31-Mar-14","Newspoll","COAL","Female","39"
"5566","31-Mar-14","Newspoll","GRN","Female","14"
"5567","31-Mar-14","Newspoll","OTH","Female","12"
"5568","15-Mar-14","Nielsen","ALP","Female","37"
"5569","15-Mar-14","Nielsen","COAL","Female","43"
"5570","15-Mar-14","Nielsen","GRN","Female","12"
"5571","15-Mar-14","Nielsen","PUP","Female","3"
"5572","15-Mar-14","Nielsen","OTH","Female","5"
"5573","15-Feb-14","Nielsen","ALP","Female","35"
"5574","15-Feb-14","Nielsen","COAL","Female","43"
"5575","15-Feb-14","Nielsen","GRN","Female","13"
"5576","15-Feb-14","Nielsen","IND","Female","5"
"5577","15-Feb-14","Nielsen","OTH","Female","4"
"5578","27-Dec-13","Newspoll","ALP","Female","36"
"5579","27-Dec-13","Newspoll","COAL","Female","41"
"5580","27-Dec-13","Newspoll","GRN","Female","12"
"5581","27-Dec-13","Newspoll","OTH","Female","11"
"5582","23-Nov-13","Nielsen","ALP","Female","37"
"5583","23-Nov-13","Nielsen","COAL","Female","38"
"5584","23-Nov-13","Nielsen","GRN","Female","13"
"5585","23-Nov-13","Nielsen","IND","Female","6"
"5586","23-Nov-13","Nielsen","OTH","Female","5"
"5591","22-Aug-13","Nielsen","ALP","Female","37"
"5592","22-Aug-13","Nielsen","COAL","Female","45"
"5593","22-Aug-13","Nielsen","GRN","Female","12"
"5594","22-Aug-13","Nielsen","IND","Female","3"
"5595","22-Aug-13","Nielsen","OTH","Female","3"
"5596","18-Aug-13","Newspoll","ALP","Female","36"
