"","poll.end.date","poll.source","party","variable","value"
"7217","15-Nov-08","Nielsen","OTH","25-39","3"
"7218","18-Oct-08","Nielsen","ALP","25-39","47"
"7219","18-Oct-08","Nielsen","COAL","25-39","34"
"7220","18-Oct-08","Nielsen","GRN","25-39","10"
"7221","18-Oct-08","Nielsen","IND","25-39","3"
"7222","18-Oct-08","Nielsen","FFP","25-39","3"
"7223","18-Oct-08","Nielsen","OTH","25-39","3"
"7228","20-Sep-08","Nielsen","ALP","25-39","43"
"7229","20-Sep-08","Nielsen","COAL","25-39","36"
"7230","20-Sep-08","Nielsen","GRN","25-39","12"
"7231","20-Sep-08","Nielsen","IND","25-39","3"
"7232","20-Sep-08","Nielsen","FFP","25-39","3"
"7233","20-Sep-08","Nielsen","OTH","25-39","4"
"7238","14-Jun-08","Nielsen","ALP","25-39","46"
"7239","14-Jun-08","Nielsen","COAL","25-39","34"
"7240","14-Jun-08","Nielsen","GRN","25-39","13"
"7241","14-Jun-08","Nielsen","IND","25-39","1"
"7242","14-Jun-08","Nielsen","FFP","25-39","2"
"7243","14-Jun-08","Nielsen","OTH","25-39","4"
"7244","17-May-08","Nielsen","ALP","25-39","49"
"7245","17-May-08","Nielsen","COAL","25-39","32"
"7246","17-May-08","Nielsen","GRN","25-39","11"
"7247","17-May-08","Nielsen","IND","25-39","2"
"7248","17-May-08","Nielsen","FFP","25-39","2"
"7249","17-May-08","Nielsen","OTH","25-39","4"
"7274","08-Sep-07","Nielsen","ALP","25-39","52"
"7275","08-Sep-07","Nielsen","COAL","25-39","33"
"7276","08-Sep-07","Nielsen","GRN","25-39","8"
"7277","08-Sep-07","Nielsen","IND","25-39","2"
"7278","08-Sep-07","Nielsen","FFP","25-39","1"
"7279","08-Sep-07","Nielsen","OTH","25-39","3"
"7405","17-May-14","Nielsen","ALP","40-54","43"
"7406","17-May-14","Nielsen","COAL","40-54","35"
"7407","17-May-14","Nielsen","GRN","40-54","10"
"7408","17-May-14","Nielsen","PUP","40-54","6"
"7409","17-May-14","Nielsen","OTH","40-54","7"
"7410","12-Apr-14","Nielsen","ALP","40-54","35"
"7411","12-Apr-14","Nielsen","COAL","40-54","39"
"7412","12-Apr-14","Nielsen","GRN","40-54","15"
"7413","12-Apr-14","Nielsen","IND","40-54","7"
"7414","12-Apr-14","Nielsen","OTH","40-54","5"
"7419","15-Mar-14","Nielsen","ALP","40-54","34"
"7420","15-Mar-14","Nielsen","COAL","40-54","40"
"7421","15-Mar-14","Nielsen","GRN","40-54","13"
"7422","15-Mar-14","Nielsen","PUP","40-54","4"
"7423","15-Mar-14","Nielsen","OTH","40-54","8"
"7424","15-Feb-14","Nielsen","ALP","40-54","34"
"7425","15-Feb-14","Nielsen","COAL","40-54","44"
"7426","15-Feb-14","Nielsen","GRN","40-54","10"
"7427","15-Feb-14","Nielsen","IND","40-54","7"
"7428","15-Feb-14","Nielsen","OTH","40-54","5"
"7433","23-Nov-13","Nielsen","ALP","40-54","32"
"7434","23-Nov-13","Nielsen","COAL","40-54","45"
"7435","23-Nov-13","Nielsen","GRN","40-54","13"
"7436","23-Nov-13","Nielsen","IND","40-54","5"
"7437","23-Nov-13","Nielsen","OTH","40-54","5"
"7442","22-Aug-13","Nielsen","ALP","40-54","35"
"7443","22-Aug-13","Nielsen","COAL","40-54","49"
"7444","22-Aug-13","Nielsen","GRN","40-54","9"
"7445","22-Aug-13","Nielsen","IND","40-54","3"
"7446","22-Aug-13","Nielsen","OTH","40-54","4"
"7451","08-Aug-13","Nielsen","ALP","40-54","37"
"7452","08-Aug-13","Nielsen","COAL","40-54","45"
"7453","08-Aug-13","Nielsen","GRN","40-54","10"
"7454","08-Aug-13","Nielsen","IND","40-54","4"
"7455","08-Aug-13","Nielsen","OTH","40-54","4"
"7456","13-Jul-13","Nielsen","ALP","40-54","36"
"7457","13-Jul-13","Nielsen","COAL","40-54","45"
"7458","13-Jul-13","Nielsen","GRN","40-54","10"
"7459","13-Jul-13","Nielsen","IND","40-54","5"
"7460","13-Jul-13","Nielsen","FFP","40-54","1"
"7461","13-Jul-13","Nielsen","OTH","40-54","3"
"7466","15-Jun-13","Nielsen","ALP","40-54","30"
"7467","15-Jun-13","Nielsen","COAL","40-54","44"
"7468","15-Jun-13","Nielsen","GRN","40-54","12"
"7469","15-Jun-13","Nielsen","IND","40-54","7"
"7470","15-Jun-13","Nielsen","FFP","40-54","2"
"7471","15-Jun-13","Nielsen","OTH","40-54","5"
"7472","18-May-13","Nielsen","ALP","40-54","31"
"7473","18-May-13","Nielsen","COAL","40-54","46"
"7474","18-May-13","Nielsen","GRN","40-54","9"
"7475","18-May-13","Nielsen","IND","40-54","6"
"7476","18-May-13","Nielsen","FFP","40-54","2"
"7477","18-May-13","Nielsen","OTH","40-54","5"
"7478","13-Apr-13","Nielsen","IND","40-54","9"
"7479","13-Apr-13","Nielsen","FFP","40-54","1"
"7480","13-Apr-13","Nielsen","COAL","40-54","47"
"7481","13-Apr-13","Nielsen","ALP","40-54","29"
"7482","13-Apr-13","Nielsen","GRN","40-54","9"
"7483","13-Apr-13","Nielsen","OTH","40-54","5"
"7488","16-Mar-13","Nielsen","IND","40-54","6"
"7489","16-Mar-13","Nielsen","FFP","40-54","2"
"7490","16-Mar-13","Nielsen","COAL","40-54","45"
"7491","16-Mar-13","Nielsen","ALP","40-54","32"
"7492","16-Mar-13","Nielsen","GRN","40-54","12"
"7493","16-Mar-13","Nielsen","OTH","40-54","3"
"7494","16-Feb-13","Nielsen","IND","40-54","6"
"7495","16-Feb-13","Nielsen","FFP","40-54","2"
"7496","16-Feb-13","Nielsen","COAL","40-54","46"
"7497","16-Feb-13","Nielsen","ALP","40-54","28"
"7498","16-Feb-13","Nielsen","GRN","40-54","12"
"7499","16-Feb-13","Nielsen","OTH","40-54","5"
"7504","15-Dec-12","Nielsen","IND","40-54","7"
"7505","15-Dec-12","Nielsen","FFP","40-54","1"
"7506","15-Dec-12","Nielsen","COAL","40-54","42"
"7507","15-Dec-12","Nielsen","ALP","40-54","35"
"7508","15-Dec-12","Nielsen","GRN","40-54","9"
"7509","15-Dec-12","Nielsen","OTH","40-54","6"
"7510","17-Nov-12","Nielsen","IND","40-54","6"
"7511","17-Nov-12","Nielsen","FFP","40-54","2"
"7512","17-Nov-12","Nielsen","COAL","40-54","41"
"7513","17-Nov-12","Nielsen","ALP","40-54","35"
"7514","17-Nov-12","Nielsen","GRN","40-54","13"
"7515","17-Nov-12","Nielsen","OTH","40-54","4"
"7516","20-Oct-12","Nielsen","IND","40-54","7"
"7517","20-Oct-12","Nielsen","FFP","40-54","3"
"7518","20-Oct-12","Nielsen","COAL","40-54","44"
"7519","20-Oct-12","Nielsen","ALP","40-54","32"
"7520","20-Oct-12","Nielsen","GRN","40-54","9"
"7521","20-Oct-12","Nielsen","OTH","40-54","5"
"7526","15-Sep-12","Nielsen","IND","40-54","4"
"7527","15-Sep-12","Nielsen","FFP","40-54","2"
"7528","15-Sep-12","Nielsen","COAL","40-54","41"
"7529","15-Sep-12","Nielsen","ALP","40-54","42"
"7530","15-Sep-12","Nielsen","GRN","40-54","10"
"7531","15-Sep-12","Nielsen","OTH","40-54","2"
"7532","25-Aug-12","Nielsen","IND","40-54","6"
"7533","25-Aug-12","Nielsen","FFP","40-54","1"
"7534","25-Aug-12","Nielsen","COAL","40-54","44"
"7535","25-Aug-12","Nielsen","ALP","40-54","34"
"7536","25-Aug-12","Nielsen","GRN","40-54","9"
"7537","25-Aug-12","Nielsen","OTH","40-54","5"
"7538","28-Jul-12","Nielsen","IND","40-54","6"
"7539","28-Jul-12","Nielsen","FFP","40-54","3"
"7540","28-Jul-12","Nielsen","COAL","40-54","51"
"7541","28-Jul-12","Nielsen","ALP","40-54","27"
"7542","28-Jul-12","Nielsen","GRN","40-54","9"
"7543","28-Jul-12","Nielsen","OTH","40-54","5"
"7544","30-Jun-12","Nielsen","IND","40-54","6"
"7545","30-Jun-12","Nielsen","FFP","40-54","2"
"7546","30-Jun-12","Nielsen","COAL","40-54","51"
"7548","30-Jun-12","Nielsen","ALP","40-54","26"
"7549","30-Jun-12","Nielsen","GRN","40-54","11"
"7550","30-Jun-12","Nielsen","OTH","40-54","4"
"7554","02-Jun-12","Nielsen","IND","40-54","8"
"7555","02-Jun-12","Nielsen","FFP","40-54","3"
"7556","02-Jun-12","Nielsen","COAL","40-54","50"
"7557","02-Jun-12","Nielsen","ALP","40-54","25"
"7558","02-Jun-12","Nielsen","GRN","40-54","16"
"7559","02-Jun-12","Nielsen","OTH","40-54","4"
"7560","31-Mar-12","Nielsen","IND","40-54","7"
"7561","31-Mar-12","Nielsen","FFP","40-54","1"
"7562","31-Mar-12","Nielsen","COAL","40-54","45"
"7564","31-Mar-12","Nielsen","ALP","40-54","28"
"7565","31-Mar-12","Nielsen","GRN","40-54","15"
"7566","31-Mar-12","Nielsen","OTH","40-54","5"
"7570","23-Feb-12","Nielsen","IND","40-54","7"
"7571","23-Feb-12","Nielsen","FFP","40-54","3"
"7572","23-Feb-12","Nielsen","COAL","40-54","45"
"7573","23-Feb-12","Nielsen","OTH","40-54","3"
"7574","23-Feb-12","Nielsen","ALP","40-54","31"
"7575","23-Feb-12","Nielsen","GRN","40-54","11"
"7576","02-Feb-12","Nielsen","IND","40-54","5"
"7577","02-Feb-12","Nielsen","FFP","40-54","1"
"7578","02-Feb-12","Nielsen","COAL","40-54","46"
"7579","02-Feb-12","Nielsen","OTH","40-54","3"
"7580","02-Feb-12","Nielsen","ALP","40-54","35"
"7581","02-Feb-12","Nielsen","GRN","40-54","10"
"7586","10-Dec-11","Nielsen","IND","40-54","6"
"7587","10-Dec-11","Nielsen","FFP","40-54","3"
"7588","10-Dec-11","Nielsen","COAL","40-54","47"
"7589","10-Dec-11","Nielsen","OTH","40-54","3"
"7590","10-Dec-11","Nielsen","ALP","40-54","30"
"7591","10-Dec-11","Nielsen","GRN","40-54","12"
"7592","12-Nov-11","Nielsen","IND","40-54","6"
"7593","12-Nov-11","Nielsen","FFP","40-54","2"
"7594","12-Nov-11","Nielsen","COAL","40-54","46"
"7595","12-Nov-11","Nielsen","OTH","40-54","4"
"7596","12-Nov-11","Nielsen","ALP","40-54","31"
"7597","12-Nov-11","Nielsen","GRN","40-54","10"
"7598","15-Oct-11","Nielsen","IND","40-54","6"
"7599","15-Oct-11","Nielsen","FFP","40-54","1"
"7600","15-Oct-11","Nielsen","COAL","40-54","48"
"7601","15-Oct-11","Nielsen","OTH","40-54","2"
"7602","15-Oct-11","Nielsen","ALP","40-54","31"
"7603","15-Oct-11","Nielsen","GRN","40-54","12"
"7608","10-Sep-11","Nielsen","IND","40-54","7"
"7609","10-Sep-11","Nielsen","FFP","40-54","2"
"7610","10-Sep-11","Nielsen","COAL","40-54","44"
"7611","10-Sep-11","Nielsen","OTH","40-54","6"
"7612","10-Sep-11","Nielsen","ALP","40-54","26"
"7613","10-Sep-11","Nielsen","GRN","40-54","15"
"7614","13-Aug-11","Nielsen","IND","40-54","7"
"7615","13-Aug-11","Nielsen","FFP","40-54","2"
"7616","13-Aug-11","Nielsen","COAL","40-54","49"
"7617","13-Aug-11","Nielsen","OTH","40-54","5"
"7618","13-Aug-11","Nielsen","ALP","40-54","29"
"7619","13-Aug-11","Nielsen","GRN","40-54","9"
"7620","16-Jul-11","Nielsen","IND","40-54","7"
"7621","16-Jul-11","Nielsen","FFP","40-54","1"
"7622","16-Jul-11","Nielsen","COAL","40-54","50"
"7623","16-Jul-11","Nielsen","OTH","40-54","4"
"7624","16-Jul-11","Nielsen","ALP","40-54","27"
"7625","16-Jul-11","Nielsen","GRN","40-54","11"
"7630","16-Jun-11","Nielsen","IND","40-54","7"
"7631","16-Jun-11","Nielsen","FFP","40-54","2"
"7632","16-Jun-11","Nielsen","OTH","40-54","4"
"7633","16-Jun-11","Nielsen","COAL","40-54","50"
"7634","16-Jun-11","Nielsen","ALP","40-54","25"
"7635","16-Jun-11","Nielsen","GRN","40-54","12"
"7636","14-May-11","Nielsen","OTH","40-54","4"
"7637","14-May-11","Nielsen","IND","40-54","7"
"7638","14-May-11","Nielsen","FFP","40-54","1"
"7639","14-May-11","Nielsen","COAL","40-54","45"
"7640","14-May-11","Nielsen","ALP","40-54","33"
"7641","14-May-11","Nielsen","GRN","40-54","9"
"7642","10-May-11","Nielsen","OTH","40-54","4"
"7643","10-May-11","Nielsen","ALP","40-54","25"
"7644","10-May-11","Nielsen","COAL","40-54","50"
"7645","10-May-11","Nielsen","IND","40-54","6"
"7646","10-May-11","Nielsen","FFP","40-54","3"
"7647","10-May-11","Nielsen","GRN","40-54","12"
"7648","16-Apr-11","Nielsen","OTH","40-54","2"
"7649","16-Apr-11","Nielsen","ALP","40-54","31"
"7650","16-Apr-11","Nielsen","COAL","40-54","46"
"7651","16-Apr-11","Nielsen","IND","40-54","7"
"7652","16-Apr-11","Nielsen","FFP","40-54","2"
"7653","16-Apr-11","Nielsen","GRN","40-54","12"
"7658","12-Mar-11","Nielsen","OTH","40-54","3"
"7659","12-Mar-11","Nielsen","ALP","40-54","36"
"7660","12-Mar-11","Nielsen","COAL","40-54","44"
"7661","12-Mar-11","Nielsen","IND","40-54","5"
"7662","12-Mar-11","Nielsen","FFP","40-54","1"
"7663","12-Mar-11","Nielsen","GRN","40-54","11"
"7664","12-Feb-11","Nielsen","OTH","40-54","3"
"7665","12-Feb-11","Nielsen","ALP","40-54","26"
"7666","12-Feb-11","Nielsen","COAL","40-54","50"
"7667","12-Feb-11","Nielsen","IND","40-54","7"
"7668","12-Feb-11","Nielsen","FFP","40-54","2"
"7669","12-Feb-11","Nielsen","GRN","40-54","12"
"7674","20-Nov-10","Nielsen","OTH","40-54","2"
"7675","20-Nov-10","Nielsen","ALP","40-54","36"
"7676","20-Nov-10","Nielsen","GRN","40-54","10"
"7677","20-Nov-10","Nielsen","COAL","40-54","43"
"7678","20-Nov-10","Nielsen","IND","40-54","6"
"7679","20-Nov-10","Nielsen","FFP","40-54","2"
"7680","23-Oct-10","Nielsen","OTH","40-54","2"
"7681","23-Oct-10","Nielsen","ALP","40-54","37"
"7682","23-Oct-10","Nielsen","GRN","40-54","15"
"7683","23-Oct-10","Nielsen","COAL","40-54","40"
"7684","23-Oct-10","Nielsen","IND","40-54","5"
"7685","23-Oct-10","Nielsen","FFP","40-54","1"
"7687","19-Aug-10","Nielsen","ALP","40-54","37"
"7688","19-Aug-10","Nielsen","COAL","40-54","46"
"7689","19-Aug-10","Nielsen","DEM","40-54","0.5"
"7690","19-Aug-10","Nielsen","GRN","40-54","9"
"7691","19-Aug-10","Nielsen","IND","40-54","4"
"7692","19-Aug-10","Nielsen","FFP","40-54","1"
"7693","19-Aug-10","Nielsen","OTH","40-54","3"
"7697","12-Aug-10","Nielsen","GRN","40-54","12"
"7701","05-Aug-10","Nielsen","GRN","40-54","15"
"7702","05-Aug-10","Nielsen","ALP","40-54","37"
"7703","05-Aug-10","Nielsen","COAL","40-54","40"
"7704","05-Aug-10","Nielsen","IND","40-54","4"
"7705","05-Aug-10","Nielsen","FFP","40-54","2"
"7706","05-Aug-10","Nielsen","OTH","40-54","2"
"7710","29-Jul-10","Nielsen","ALP","40-54","39"
"7711","29-Jul-10","Nielsen","COAL","40-54","41"
"7712","29-Jul-10","Nielsen","GRN","40-54","11"
"7713","29-Jul-10","Nielsen","IND","40-54","5"
"7714","29-Jul-10","Nielsen","FFP","40-54","1"
"7715","29-Jul-10","Nielsen","OTH","40-54","3"
"7716","22-Jul-10","Nielsen","GRN","40-54","11"
"7717","22-Jul-10","Nielsen","ALP","40-54","40"
"7718","22-Jul-10","Nielsen","COAL","40-54","42"
"7719","22-Jul-10","Nielsen","IND","40-54","3"
"7720","22-Jul-10","Nielsen","FFP","40-54","2"
"7721","22-Jul-10","Nielsen","OTH","40-54","1"
"7722","10-Jul-10","Nielsen","GRN","40-54","14"
"7727","25-Jun-10","Nielsen","GRN","40-54","7"
"7728","25-Jun-10","Nielsen","ALP","40-54","47"
"7729","25-Jun-10","Nielsen","COAL","40-54","43"
"7730","25-Jun-10","Nielsen","IND","40-54","2"
"7731","25-Jun-10","Nielsen","FFP","40-54","0"
"7732","25-Jun-10","Nielsen","OTH","40-54","1"
"7733","25-Jun-10","Nielsen","ALP","40-54","47"
"7734","25-Jun-10","Nielsen","COAL","40-54","43"
"7735","25-Jun-10","Nielsen","GRN","40-54","7"
"7736","25-Jun-10","Nielsen","IND","40-54","2"
"7737","25-Jun-10","Nielsen","FFP","40-54","0"
"7738","25-Jun-10","Nielsen","OTH","40-54","1"
"7739","05-Jun-10","Nielsen","GRN","40-54","15"
"7740","08-May-10","Nielsen","GRN","40-54","12"
"7741","17-Apr-10","Nielsen","GRN","40-54","13"
"7742","17-Apr-10","Nielsen","ALP","40-54","40"
"7743","17-Apr-10","Nielsen","COAL","40-54","40"
"7744","17-Apr-10","Nielsen","IND","40-54","4"
"7745","17-Apr-10","Nielsen","FFP","40-54","1"
"7746","17-Apr-10","Nielsen","OTH","40-54","2"
"7754","06-Mar-10","Nielsen","GRN","40-54","9"
"7755","06-Feb-10","Nielsen","GRN","40-54","12"
"7756","06-Feb-10","Nielsen","ALP","40-54","38"
"7757","06-Feb-10","Nielsen","COAL","40-54","41"
"7758","06-Feb-10","Nielsen","IND","40-54","3"
"7759","06-Feb-10","Nielsen","FFP","40-54","3"
"7760","06-Feb-10","Nielsen","OTH","40-54","3"
"7765","28-Nov-09","Nielsen","ALP","40-54","48"
"7766","28-Nov-09","Nielsen","COAL","40-54","31"
"7767","28-Nov-09","Nielsen","GRN","40-54","14"
"7768","28-Nov-09","Nielsen","IND","40-54","3"
"7769","28-Nov-09","Nielsen","FFP","40-54","2"
"7770","28-Nov-09","Nielsen","OTH","40-54","2"
"7771","07-Nov-09","Nielsen","ALP","40-54","45"
"7772","07-Nov-09","Nielsen","COAL","40-54","38"
"7773","07-Nov-09","Nielsen","GRN","40-54","11"
"7774","07-Nov-09","Nielsen","IND","40-54","2"
"7775","07-Nov-09","Nielsen","FFP","40-54","1"
"7776","07-Nov-09","Nielsen","OTH","40-54","2"
"7777","10-Oct-09","Nielsen","ALP","40-54","50"
"7778","10-Oct-09","Nielsen","COAL","40-54","32"
"7779","10-Oct-09","Nielsen","GRN","40-54","9"
"7780","10-Oct-09","Nielsen","IND","40-54","4"
"7781","10-Oct-09","Nielsen","FFP","40-54","1"
"7782","10-Oct-09","Nielsen","OTH","40-54","2"
"7787","12-Sep-09","Nielsen","ALP","40-54","47"
"7788","12-Sep-09","Nielsen","COAL","40-54","38"
"7789","12-Sep-09","Nielsen","GRN","40-54","8"
"7790","12-Sep-09","Nielsen","IND","40-54","4"
"7791","12-Sep-09","Nielsen","FFP","40-54","1"
"7792","12-Sep-09","Nielsen","OTH","40-54","2"
"7793","15-Aug-09","Nielsen","ALP","40-54","51"
"7794","15-Aug-09","Nielsen","COAL","40-54","36"
"7795","15-Aug-09","Nielsen","GRN","40-54","9"
"7796","15-Aug-09","Nielsen","IND","40-54","2"
"7797","15-Aug-09","Nielsen","FFP","40-54","1"
"7798","15-Aug-09","Nielsen","OTH","40-54","2"
"7803","27-Jun-09","Nielsen","ALP","40-54","49"
"7804","27-Jun-09","Nielsen","COAL","40-54","35"
"7805","27-Jun-09","Nielsen","GRN","40-54","11"
"7806","27-Jun-09","Nielsen","IND","40-54","2"
"7807","27-Jun-09","Nielsen","FFP","40-54","2"
"7808","27-Jun-09","Nielsen","OTH","40-54","2"
"7809","16-May-09","Nielsen","ALP","40-54","48"
"7810","16-May-09","Nielsen","COAL","40-54","40"
"7811","16-May-09","Nielsen","GRN","40-54","8"
"7812","16-May-09","Nielsen","IND","40-54","3"
"7813","16-May-09","Nielsen","FFP","40-54","0"
"7814","16-May-09","Nielsen","OTH","40-54","2"
"7819","27-Mar-09","Nielsen","ALP","40-54","49"
"7820","27-Mar-09","Nielsen","COAL","40-54","34"
"7821","27-Mar-09","Nielsen","GRN","40-54","11"
"7822","27-Mar-09","Nielsen","IND","40-54","2"
"7823","27-Mar-09","Nielsen","FFP","40-54","2"
"7824","27-Mar-09","Nielsen","OTH","40-54","3"
"7829","15-Nov-08","Nielsen","ALP","40-54","46"
"7830","15-Nov-08","Nielsen","COAL","40-54","37"
"7831","15-Nov-08","Nielsen","GRN","40-54","9"
"7832","15-Nov-08","Nielsen","IND","40-54","3"
"7833","15-Nov-08","Nielsen","FFP","40-54","2"
"7834","15-Nov-08","Nielsen","OTH","40-54","3"
"7835","18-Oct-08","Nielsen","ALP","40-54","47"
"7836","18-Oct-08","Nielsen","COAL","40-54","38"
"7837","18-Oct-08","Nielsen","GRN","40-54","11"
"7838","18-Oct-08","Nielsen","IND","40-54","2"
"7839","18-Oct-08","Nielsen","FFP","40-54","1"
"7840","18-Oct-08","Nielsen","OTH","40-54","1"
"7845","20-Sep-08","Nielsen","ALP","40-54","41"
"7846","20-Sep-08","Nielsen","COAL","40-54","40"
"7847","20-Sep-08","Nielsen","GRN","40-54","11"
"7848","20-Sep-08","Nielsen","IND","40-54","3"
"7849","20-Sep-08","Nielsen","FFP","40-54","2"
"7850","20-Sep-08","Nielsen","OTH","40-54","2"
"7855","14-Jun-08","Nielsen","ALP","40-54","44"
"7856","14-Jun-08","Nielsen","COAL","40-54","35"
"7857","14-Jun-08","Nielsen","GRN","40-54","12"
"7858","14-Jun-08","Nielsen","IND","40-54","4"
"7859","14-Jun-08","Nielsen","FFP","40-54","2"
"7860","14-Jun-08","Nielsen","OTH","40-54","3"
"7861","17-May-08","Nielsen","ALP","40-54","47"
"7862","17-May-08","Nielsen","COAL","40-54","36"
"7863","17-May-08","Nielsen","GRN","40-54","9"
"7864","17-May-08","Nielsen","IND","40-54","4"
"7865","17-May-08","Nielsen","FFP","40-54","2"
"7866","17-May-08","Nielsen","OTH","40-54","4"
"7891","08-Sep-07","Nielsen","ALP","40-54","48"
"7892","08-Sep-07","Nielsen","COAL","40-54","39"
"7893","08-Sep-07","Nielsen","GRN","40-54","8"
"7894","08-Sep-07","Nielsen","IND","40-54","2"
"7895","08-Sep-07","Nielsen","FFP","40-54","1"
"7896","08-Sep-07","Nielsen","OTH","40-54","2"
"8022","17-May-14","Nielsen","ALP","55+","39"
"8023","17-May-14","Nielsen","COAL","55+","43"
"8024","17-May-14","Nielsen","GRN","55+","10"
"8025","17-May-14","Nielsen","PUP","55+","5"
"8026","17-May-14","Nielsen","OTH","55+","3"
"8027","12-Apr-14","Nielsen","ALP","55+","33"
"8028","12-Apr-14","Nielsen","COAL","55+","49"
"8029","12-Apr-14","Nielsen","GRN","55+","10"
"8030","12-Apr-14","Nielsen","IND","55+","4"
"8031","12-Apr-14","Nielsen","OTH","55+","4"
"8032","31-Mar-14","Newspoll","ALP","55+",""
"8033","31-Mar-14","Newspoll","COAL","55+",""
"8034","31-Mar-14","Newspoll","GRN","55+",""
"8035","31-Mar-14","Newspoll","OTH","55+",""
"8036","15-Mar-14","Nielsen","ALP","55+","32"
"8037","15-Mar-14","Nielsen","COAL","55+","57"
"8038","15-Mar-14","Nielsen","GRN","55+","5"
"8039","15-Mar-14","Nielsen","PUP","55+","2"
"8040","15-Mar-14","Nielsen","OTH","55+","3"
"8041","15-Feb-14","Nielsen","ALP","55+","29"
"8042","15-Feb-14","Nielsen","COAL","55+","54"
"8043","15-Feb-14","Nielsen","GRN","55+","7"
"8044","15-Feb-14","Nielsen","IND","55+","7"
"8045","15-Feb-14","Nielsen","OTH","55+","4"
"8046","27-Dec-13","Newspoll","ALP","55+",""
"8047","27-Dec-13","Newspoll","COAL","55+",""
"8048","27-Dec-13","Newspoll","GRN","55+",""
"8049","27-Dec-13","Newspoll","OTH","55+",""
"8050","23-Nov-13","Nielsen","ALP","55+","34"
"8051","23-Nov-13","Nielsen","COAL","55+","49"
"8052","23-Nov-13","Nielsen","GRN","55+","8"
"8053","23-Nov-13","Nielsen","IND","55+","6"
"8054","23-Nov-13","Nielsen","OTH","55+","4"
"8055","05-Sep-13","Newspoll","ALP","55+",""
"8056","05-Sep-13","Newspoll","COAL","55+",""
"8057","05-Sep-13","Newspoll","GRN","55+",""
"8058","05-Sep-13","Newspoll","OTH","55+",""
"8059","22-Aug-13","Nielsen","ALP","55+","31"
"8060","22-Aug-13","Nielsen","COAL","55+","57"
"8061","22-Aug-13","Nielsen","GRN","55+","6"
"8062","22-Aug-13","Nielsen","IND","55+","3"
"8063","22-Aug-13","Nielsen","OTH","55+","3"
"8064","18-Aug-13","Newspoll","ALP","55+",""
"8065","18-Aug-13","Newspoll","COAL","55+",""
"8066","18-Aug-13","Newspoll","GRN","55+",""
"8067","18-Aug-13","Newspoll","OTH","55+",""
"8068","08-Aug-13","Nielsen","ALP","55+","35"
"8069","08-Aug-13","Nielsen","COAL","55+","54"
"8070","08-Aug-13","Nielsen","GRN","55+","6"
"8071","08-Aug-13","Nielsen","IND","55+","3"
"8072","08-Aug-13","Nielsen","OTH","55+","3"
"8073","13-Jul-13","Nielsen","ALP","55+","33"
"8074","13-Jul-13","Nielsen","COAL","55+","54"
"8075","13-Jul-13","Nielsen","GRN","55+","4"
"8076","13-Jul-13","Nielsen","IND","55+","6"
"8077","13-Jul-13","Nielsen","FFP","55+","1"
"8078","13-Jul-13","Nielsen","OTH","55+","2"
"8079","24-Jun-13","Newspoll","ALP","55+",""
"8080","24-Jun-13","Newspoll","COAL","55+",""
"8081","24-Jun-13","Newspoll","GRN","55+",""
"8082","24-Jun-13","Newspoll","OTH","55+",""
"8083","15-Jun-13","Nielsen","ALP","55+","30"
"8084","15-Jun-13","Nielsen","COAL","55+","52"
"8085","15-Jun-13","Nielsen","GRN","55+","4"
"8086","15-Jun-13","Nielsen","IND","55+","8"
"8087","15-Jun-13","Nielsen","FFP","55+","1"
"8088","15-Jun-13","Nielsen","OTH","55+","4"
"8089","18-May-13","Nielsen","ALP","55+","31"
"8090","18-May-13","Nielsen","COAL","55+","53"
"8091","18-May-13","Nielsen","GRN","55+","6"
"8092","18-May-13","Nielsen","IND","55+","5"
"8093","18-May-13","Nielsen","FFP","55+","1"
"8094","18-May-13","Nielsen","OTH","55+","3"
"8095","13-Apr-13","Nielsen","IND","55+","4"
"8096","13-Apr-13","Nielsen","FFP","55+","1"
"8097","13-Apr-13","Nielsen","COAL","55+","57"
"8098","13-Apr-13","Nielsen","ALP","55+","30"
"8099","13-Apr-13","Nielsen","GRN","55+","5"
"8100","13-Apr-13","Nielsen","OTH","55+","3"
"8101","31-Mar-13","Newspoll","COAL","55+",""
"8102","31-Mar-13","Newspoll","ALP","55+",""
"8103","31-Mar-13","Newspoll","GRN","55+",""
"8104","31-Mar-13","Newspoll","OTH","55+",""
"8105","16-Mar-13","Nielsen","IND","55+","7"
"8106","16-Mar-13","Nielsen","FFP","55+","1"
"8107","16-Mar-13","Nielsen","COAL","55+","54"
"8108","16-Mar-13","Nielsen","ALP","55+","33"
"8109","16-Mar-13","Nielsen","GRN","55+","4"
"8110","16-Mar-13","Nielsen","OTH","55+","2"
"8111","16-Feb-13","Nielsen","IND","55+","6"
"8112","16-Feb-13","Nielsen","FFP","55+","1"
"8113","16-Feb-13","Nielsen","COAL","55+","55"
"8114","16-Feb-13","Nielsen","ALP","55+","30"
"8115","16-Feb-13","Nielsen","GRN","55+","6"
"8116","16-Feb-13","Nielsen","OTH","55+","3"
"8117","31-Dec-12","Newspoll","COAL","55+",""
"8118","31-Dec-12","Newspoll","ALP","55+",""
"8119","31-Dec-12","Newspoll","GRN","55+",""
"8120","31-Dec-12","Newspoll","OTH","55+",""
"8121","15-Dec-12","Nielsen","IND","55+","7"
"8122","15-Dec-12","Nielsen","FFP","55+","0.5"
"8123","15-Dec-12","Nielsen","COAL","55+","48"
