,Poll End Date,Source,,Party,,NATIONAL,By State,NEW SOUTH WALES,VICTORIA,QUEENSLAND,SOUTH AUSTRALIA/NT,WESTERN AUSTRALIA,By Geographic,CAPITALS,OTHERS,By Gender,MALE,FEMALE,By Age Group (1),18-24 ,25-39,40-54,55+,By Age Group (2),18-34,35-49,50+,
40_LNC_JHo_ALP_ML,31-Dec-03,Newspoll,,COAL,,43,,41,42,45,47,43,,42,44,,44,41,,,,,,,39,39,49,
40_LNC_JHo_ALP_ML,31-Dec-03,Newspoll,,ALP,,37,,39,37,36,34,37,,38,36,,36,39,,,,,,,37,40,35,
40_LNC_JHo_ALP_ML,31-Dec-03,Newspoll,,OTH,,20,,20,21,19,19,20,,20,20,,20,20,,,,,,,24,21,16,
40_LNC_JHo_ALP_SC,30-Sep-03,Newspoll,,COAL,,43,,43,42,44,46,45,,42,46,,43,43,,,,,,,38,39,51,
40_LNC_JHo_ALP_SC,30-Sep-03,Newspoll,,ALP,,37,,36,39,38,34,34,,38,34,,36,37,,,,,,,38,39,33,
40_LNC_JHo_ALP_SC,30-Sep-03,Newspoll,,OTH,,13,,14,11,16,13,13,,12,15,,14,13,,,,,,,14,15,12,
40_LNC_JHo_ALP_SC,30-Sep-03,Newspoll,,GRN,,7,,7,8,2,7,8,,8,5,,7,7,,,,,,,10,7,4,
40_LNC_JHo_ALP_SC,30-Jun-03,Newspoll,,COAL,,46,,43,47,45,49,51,,45,47,,46,45,,,,,,,40,42,53,
40_LNC_JHo_ALP_SC,30-Jun-03,Newspoll,,ALP,,35,,37,36,35,31,30,,36,34,,34,37,,,,,,,37,37,33,
40_LNC_JHo_ALP_SC,30-Jun-03,Newspoll,,OTH,,19,,20,17,20,20,19,,19,19,,20,18,,,,,,,23,21,14,
40_LNC_JHo_ALP_SC,31-Mar-03,Newspoll,,COAL,,43,,41,41,49,44,47,,41,47,,44,42,,,,,,,38,40,49,
40_LNC_JHo_ALP_SC,31-Mar-03,Newspoll,,ALP,,36,,36,38,34,33,31,,37,33,,35,36,,,,,,,35,37,35,
40_LNC_JHo_ALP_SC,31-Mar-03,Newspoll,,OTH,,21,,23,21,17,23,22,,22,20,,21,21,,,,,,,26,23,16,
40_LNC_JHo_ALP_SC,31-Dec-02,Newspoll,,COAL,,45,,44,42,46,48,47,,43,47,,45,43,,,,,,,40,41,50,
40_LNC_JHo_ALP_SC,31-Dec-02,Newspoll,,ALP,,36,,34,40,35,35,33,,37,35,,36,36,,,,,,,39,36,34,
40_LNC_JHo_ALP_SC,31-Dec-02,Newspoll,,OTH,,19,,22,18,19,17,20,,20,18,,19,21,,,,,,,21,23,16,
40_LNC_JHo_ALP_SC,30-Sep-02,Newspoll,,COAL,,42,,43,40,41,43,42,,42,43,,42,42,,,,,,,36,36,52,
40_LNC_JHo_ALP_SC,30-Sep-02,Newspoll,,ALP,,38,,37,40,39,38,38,,39,38,,38,39,,,,,,,40,42,34,
40_LNC_JHo_ALP_SC,30-Sep-02,Newspoll,,OTH,,14,,14,14,16,15,12,,12,15,,15,13,,,,,,,16,15,10,
40_LNC_JHo_ALP_SC,30-Sep-02,Newspoll,,GRN,,6,,6,6,4,4,8,,7,4,,5,6,,,,,,,8,7,4,
40_LNC_JHo_ALP_SC,30-Jun-02,Newspoll,,COAL,,41,,41,40,42,42,42,,41,43,,41,41,,,,,,,38,38,46,
40_LNC_JHo_ALP_SC,30-Jun-02,Newspoll,,ALP,,39,,38,40,38,39,39,,40,37,,38,40,,,,,,,37,42,38,
40_LNC_JHo_ALP_SC,30-Jun-02,Newspoll,,OTH,,16,,17,14,17,16,15,,14,17,,16,15,,,,,,,18,16,13,
40_LNC_JHo_ALP_SC,30-Jun-02,Newspoll,,GRN,,4,,4,6,3,3,4,,5,3,,5,4,,,,,,,7,4,3,
40_LNC_JHo_ALP_SC,31-Mar-02,Newspoll,,COAL,,44,,46,42,43,41,43,,42,47,,43,44,,,,,,,39,40,50,
40_LNC_JHo_ALP_SC,31-Mar-02,Newspoll,,ALP,,37,,33,40,39,36,37,,38,34,,38,37,,,,,,,38,38,35,
40_LNC_JHo_ALP_SC,31-Mar-02,Newspoll,,OTH,,19,,21,18,18,23,20,,20,19,,19,19,,,,,,,23,22,15,
39_LNC_JHo_ALP_KB,28-Oct-01,Newspoll,,ALP,,,,48,46,48,50,49,,40,35,,40,36,,,,,,,46,42,36,
39_LNC_JHo_ALP_KB,28-Oct-01,Newspoll,,COAL,,,,36,41,37,36,36,,46,50,,46,49,,,,,,,36,42,53,
39_LNC_JHo_ALP_KB,28-Oct-01,Newspoll,,OTH,,,,16,13,15,14,15,,14,15,,14,15,,,,,,,18,18,11,
39_LNC_JHo_ALP_KB,30-Sep-01,Newspoll,,COAL,,42,,43,43,43,43,39,,41,46,,42,43,,,,,,,40,37,50,
39_LNC_JHo_ALP_KB,30-Sep-01,Newspoll,,ALP,,40,,38,44,40,35,37,,42,36,,40,39,,,,,,,41,44,35,
39_LNC_JHo_ALP_KB,30-Sep-01,Newspoll,,GRN,,3,,4,3,2,2,6,,3,3,,3,4,,,,,,,5,4,2,
39_LNC_JHo_ALP_KB,30-Sep-01,Newspoll,,OTH,,15,,15,10,15,20,18,,14,15,,15,14,,,,,,,14,15,13,
39_LNC_JHo_ALP_KB,30-Jun-01,Newspoll,,COAL,,39,,41,39,37,38,39,,38,40,,37,41,,,,,,,38,34,44,
39_LNC_JHo_ALP_KB,30-Jun-01,Newspoll,,ALP,,43,,40,44,45,36,42,,44,40,,44,41,,,,,,,42,46,40,
39_LNC_JHo_ALP_KB,30-Jun-01,Newspoll,,GRN,,3,,3,4,2,2,4,,3,3,,3,4,,,,,,,5,3,2,
39_LNC_JHo_ALP_KB,30-Jun-01,Newspoll,,OTH,,15,,16,13,16,24,15,,15,17,,16,14,,,,,,,15,17,14,
39_LNC_JHo_ALP_KB,31-Mar-01,Newspoll,,COAL,,39,,40,39,37,38,37,,37,42,,37,41,,,,,,,38,36,43,
39_LNC_JHo_ALP_KB,31-Mar-01,Newspoll,,ALP,,45,,42,49,47,41,41,,47,42,,45,44,,,,,,,46,47,41,
39_LNC_JHo_ALP_KB,31-Mar-01,Newspoll,,GRN,,3,,3,3,3,2,8,,4,3,,3,4,,,,,,,6,4,2,
39_LNC_JHo_ALP_KB,31-Mar-01,Newspoll,,OTH,,13,,15,9,13,19,14,,12,13,,15,11,,,,,,,10,13,14,
39_LNC_JHo_ALP_KB,31-Dec-00,Newspoll,,COAL,,43,,44,41,43,44,40,,42,44,,41,44,,,,,,,42,37,48,
39_LNC_JHo_ALP_KB,31-Dec-00,Newspoll,,ALP,,42,,40,47,42,40,41,,44,40,,44,41,,,,,,,41,48,39,
39_LNC_JHo_ALP_KB,31-Dec-00,Newspoll,,GRN,,3,,3,2,3,1,4,,3,2,,2,3,,,,,,,5,3,1,
39_LNC_JHo_ALP_KB,31-Dec-00,Newspoll,,OTH,,12,,13,10,12,15,15,,11,14,,13,12,,,,,,,12,12,12,
39_LNC_JHo_ALP_KB,30-Sep-00,Newspoll,,COAL,,43,,44,42,45,42,43,,41,47,,42,45,,,,,,,41,39,48,
39_LNC_JHo_ALP_KB,30-Sep-00,Newspoll,,ALP,,44,,43,49,41,43,40,,47,40,,45,43,,,,,,,44,48,41,
39_LNC_JHo_ALP_KB,30-Sep-00,Newspoll,,OTH,,13,,13,9,14,15,17,,12,13,,13,12,,,,,,,15,13,11,
39_LNC_JHo_ALP_KB,30-Jun-00,Newspoll,,COAL,,42,,43,40,42,42,43,,41,44,,41,43,,,,,,,39,37,48,
39_LNC_JHo_ALP_KB,30-Jun-00,Newspoll,,ALP,,44,,43,49,43,41,38,,45,41,,44,44,,,,,,,44,48,41,
39_LNC_JHo_ALP_KB,30-Jun-00,Newspoll,,OTH,,14,,14,11,15,17,19,,14,15,,15,13,,,,,,,17,15,11,
39_LNC_JHo_ALP_KB,31-Mar-00,Newspoll,,COAL,,44,,42,45,46,45,40,,42,46,,41,46,,,,,,,41,40,49,
39_LNC_JHo_ALP_KB,31-Mar-00,Newspoll,,ALP,,44,,43,47,42,39,42,,45,42,,45,42,,,,,,,45,47,40,
39_LNC_JHo_ALP_KB,31-Mar-00,Newspoll,,OTH,,12,,15,8,12,16,18,,13,12,,14,12,,,,,,,14,13,11,
39_LNC_JHo_ALP_KB,31-Dec-99,Newspoll,,COAL,,45,,45,47,45,44,42,,43,48,,45,45,,,,,,,42,41,52,
39_LNC_JHo_ALP_KB,31-Dec-99,Newspoll,,ALP,,43,,42,45,41,41,43,,44,40,,42,44,,,,,,,44,46,39,
39_LNC_JHo_ALP_KB,31-Dec-99,Newspoll,,OTH,,12,,13,8,14,15,15,,13,12,,13,11,,,,,,,14,16,9,
